id	nm	countryCode	postalCode
478079	Ust-Kachka	RU	-
515083	Ordzhonikidzevskaya	RU	-
545001	Korablino	RU	-
470905	Vuktyl	RU	-
486834	Sudogda	RU	-
2121373	Seymchan	RU	-
477418	Vadinsk	RU	-
529387	Marevo	RU	-
508034	Podporozhye	RU	-
543436	Kovylkino	RU	-
1508802	Brodokalmak	RU	-
495918	Shalushka	RU	-
547681	Kletnya	RU	-
518912	Novodugino	RU	-
1501795	Krivosheino	RU	-
568587	Chernyanka	RU	-
499099	Samara	RU	-
2021644	Kraskino	RU	-
2012646	Zarubino	RU	-
2027142	Barabash	RU	-
551145	Kem	RU	-
474462	Verkhnyaya Tura	RU	-
1512019	Aksarka	RU	-
490750	Soltsy	RU	-
491019	Sol-Iletsk	RU	-
527869	Medyn	RU	-
2025917	Bureya	RU	-
2014078	Urusha	RU	-
1491525	Sokur	RU	-
464790	Zapolyarnyy	RU	184430
552924	Karachayevsk	RU	-
478130	Ust-Dzheguta	RU	-
475938	Velsk	RU	-
577856	Belousovo	RU	-
462008	Zubtsov	RU	-
575591	Bogoroditsk	RU	-
473522	Vinsady	RU	-
518764	Novokayakent	RU	-
527581	Mendeleyevo	RU	141570
544904	Korenevo	RU	140052
552558	Kardymovo	RU	-
561698	Gayny	RU	-
552887	Karagay	RU	-
516588	Nyrob	RU	-
826558	Surok	RU	-
487444	Stolbishchi	RU	-
1501803	Krivodanovka	RU	-
2013894	Ust-Ordynskiy	RU	-
2019488	Namtsy	RU	-
2027296	Aykhal	RU	-
505014	Priyutovo	RU	-
1504871	Kamen-na-Obi	RU	-
517303	Novozavedennoye	RU	-
532706	Lysogorskaya	RU	-
561501	Gigant	RU	-
2027806	Amazar	RU	-
480410	Tunoshna	RU	-
552953	Karabudakhkent	RU	-
2013918	Ust-Maya	RU	-
517947	Novosil	RU	-
965301	Pietermaritzburg	ZA	-
964349	Potchefstroom	ZA	-
1018725	Bloemfontein	ZA	-
993800	Johannesburg	ZA	-
946877	Uitenhage	ZA	-
933000	Tonota	BW	-
933773	Gaborone	BW	-
2437732	Birni N Konni	NE	-
2440485	Niamey	NE	-
2396518	Port-Gentil	GA	-
1040652	Maputo	MZ	-
2507480	Algiers	DZ	-
946058	Umtata	ZA	-
2298890	Kumasi	GH	-
2294915	Takoradi	GH	-
2306104	Accra	GH	-
2491191	Laghouat	DZ	-
2485926	Oran	DZ	-
2464470	Tunis	TN	-
2530335	Tangier	MA	-
2537406	Settat	MA	-
2553604	Casablanca	MA	-
2540483	Oujda	MA	-
2561668	Agadir	MA	-
2542051	Mohammedia	MA	-
2528910	Tetouan	MA	-
2542997	Marrakesh	MA	-
361058	Alexandria	EG	-
184745	Nairobi	KE	-
2228079	Mbalmayo	CM	-
2232593	Douala	CM	-
2232239	Edea	CM	-
2235189	Bafoussam	CM	-
2244616	Tiebo	SN	-
2253354	Dakar	SN	-
878549	Zvishavane	ZW	-
890299	Harare	ZW	-
3352136	Windhoek	NA	-
2332459	Lagos	NG	-
2322794	Suleja	NG	-
909137	Lusaka	ZM	-
949224	Thohoyandou	ZA	-
944385	Vereeniging	ZA	-
161325	Arusha	TZ	-
965289	Polokwane	ZA	-
934985	Mbabane	SZ	-
939270	Witbank	ZA	-
1053507	Vondrozo	MG	-
2326171	Ondo	NG	-
2544571	Kenitra	MA	-
2460596	Bamako	ML	-
2475687	Tlemcen	DZ	-
2482572	Saida	DZ	-
2501152	Constantine	DZ	-
2506999	Annaba	DZ	-
2505572	Batna	DZ	-
2479536	Skikda	DZ	-
2240449	Luanda	AO	-
2464915	Sousse	TN	-
2472774	Beja	TN	-
2468579	Nabeul	TN	-
2467454	Sfax	TN	-
2473449	Kairouan	TN	-
361320	Al Fayyum	EG	-
2243940	Ziguinchor	SN	-
2249782	Kolda	SN	-
2251084	Joal-Fadiout	SN	-
934154	Port Louis	MU	-
2488835	Medea	DZ	-
2505530	Bechar	DZ	-
2232283	Ebolowa	CM	-
934570	Curepipe	MU	-
946973	Tzaneen	ZA	-
3369157	Cape Town	ZA	-
971534	Nelspruit	ZA	-
1020098	Benoni	ZA	-
958724	Rustenburg	ZA	-
1015621	Brits	ZA	-
160263	Dar es Salaam	TZ	-
931755	Blantyre	MW	-
152224	Mwanza	TZ	-
149606	Tanga	TZ	-
933959	Triolet	MU	-
933945	Vacoas	MU	-
3359638	Walvis Bay	NA	-
1005125	Ermelo	ZA	-
347497	Tanda	EG	-
2558470	Khemisset	MA	-
2541479	Nador	MA	-
2357048	Ouagadougou	BF	-
2294877	Tamale	GH	-
354365	Kafr az Zayyat	EG	-
187968	Malindi	KE	-
359493	Az Zaqaziq	EG	-
957655	Sandton	ZA	-
2212775	Sabha	LY	-
184622	Nakuru	KE	-
932505	Maseru	LS	-
989921	Klerksdorp	ZA	-
2339354	Ibadan	NG	-
2343279	Enugu	NG	-
2337639	Ilorin	NG	-
2487134	Mostaganem	DZ	-
350550	Qina	EG	-
2377450	Nouakchott	MR	-
4724129	Round Rock	US	-
4726491	San Marcos	US	78666
4943926	Middleton	US	1949
5127335	Montebello	US	10901
5445298	Dodge City	US	-
4886716	Carthage	US	62321
5853965	Village Park	US	-
4156601	Gateway	US	33913
4251413	Trenton	US	62293
4295251	Hopkinsville	US	-
4405434	Republic	US	-
4398730	Moberly	US	-
5344157	Dublin	US	94568
5551665	Arizona City	US	-
5367788	Lompoc	US	-
5353181	Goshen	US	93291
4329654	Kaplan	US	-
4862034	Iowa City	US	-
4548267	Ponca City	US	-
4135004	Waldron	US	-
4700168	Irving	US	-
4705191	Lancaster	US	75146
4880731	Washington	US	52353
4626286	Greenbrier	US	37073
5392229	San Juan Capistrano	US	-
4889553	DeKalb	US	-
4901015	Manteno	US	-
4456593	Boiling Spring Lakes	US	-
5322553	Agoura Hills	US	-
5097006	Cranbury	US	-
4314388	Abita Springs	US	-
5000598	Manchester	US	48158
5751253	Shady Cove	US	-
4125027	Osceola	US	72370
4390485	Higginsville	US	-
5751600	Sheridan	US	97378
4235193	Carbondale	US	62901
4239867	Greenville	US	62246
4256085	Connersville	US	-
4095392	Vernon	US	35592
4733103	South Padre Island	US	-
4145959	Alva	US	33920
5392263	San Leandro	US	-
5268838	Richfield	US	1729
5118261	Gardnertown	US	-
4254010	Austin	US	47102
5688789	Dickinson	US	58601
5087559	Hollis	US	3049
4935038	Dracut	US	-
5777915	Mapleton	US	-
4927854	Warsaw	US	46580
5273614	Somers	US	-
4314969	Arcadia	US	71001
4990797	Dexter	US	48130
5134235	Rocky Point	US	-
5109694	Bohemia	US	-
2652618	Colchester	GB	-
4692559	Frisco	US	75034
2857943	Oelde	DE	-
4543627	Newkirk	US	-
5392323	San Luis Obispo	US	-
3901178	Yacuiba	BO	-
3911925	La Paz	BO	-
4323900	Eunice	US	70535
4739799	Waller	US	77484
5265515	Oconto	US	-
5245497	Berlin	US	54923
4698562	Hondo	US	-
5518239	Canyon	US	-
5350821	French Camp	US	-
5573443	Weaverville	US	96093
4373719	Williamsport	US	21795
4544383	Okmulgee	US	-
4539726	Jones	US	-
4561542	Strasburg	US	17579
4542179	Marlow	US	73055
4529096	Ada	US	74820
4249286	Salem	US	62881
5412230	Aspen	US	-
4955635	Wilbraham	US	-
4893171	Freeport	US	61032
5274787	Stoughton	US	53589
4270945	Ellsworth	US	67439
4988215	Cass City	US	-
5168025	Richfield	US	44286
4532493	Catoosa	US	-
4544272	Okemah	US	-
5053526	Wyoming	US	55092
4188377	Cleveland	US	30528
4088628	Saraland	US	-
5011428	Sturgis	US	49091
5225631	Westerly	US	-
4953804	Uxbridge	US	-
4641630	Milan	US	38358
5392114	San Joaquin	US	-
5545269	Price	US	-
4849051	Boone	US	50036
4859430	Grundy Center	US	-
4252975	White Hall	US	62092
4682066	Clifton	US	76634
4419654	Bruce	US	-
5439284	Snowmass Village	US	-
4157193	Graceville	US	-
4631291	Humboldt	US	38343
4235683	Chatham	US	62629
5174897	Urbana	US	43078
4526790	Union	US	45322
5519648	Crane	US	-
4922472	Lagrange	US	46761
4878643	Tipton	US	52772
4898433	Kewanee	US	-
4972220	Millinocket	US	-
4921476	Hobart	US	46342
5137421	Scotchtown	US	-
4247060	Pittsfield	US	62363
4563382	Celada	PR	-
4538346	Harrah	US	-
4714865	Nocona	US	-
4713866	Navasota	US	-
4690218	Farmersville	US	75442
4346466	Winnsboro	US	71295
4917707	Attica	US	47918
4241822	Jerseyville	US	-
4463523	Denver	US	28037
4873371	Rock Valley	US	-
5739936	McMinnville	US	97128
5384438	Portola	US	-
4993321	Frankenmuth	US	-
5043608	Rogers	US	55374
4232862	Arcola	US	-
4904996	Oswego	US	60543
4554800	Watonga	US	-
4920041	Elwood	US	46036
4313572	Williamstown	US	41097
6094817	Ottawa	CA	-
5029570	Hawley	US	-
4901944	Mendota	US	61342
5291033	Cottonwood	US	86326
5090347	North Conway	US	-
5112771	Clarence Center	US	-
5578235	Hudson	US	80642
107968	Taif	SA	-
110336	Ad Dammam	SA	-
101628	Tabuk	SA	-
104515	Mecca	SA	-
578313	Bekeshevskaya	RU	-
577922	Belomorsk	RU	-
527012	Mikhaylovka	RU	403348
521316	Niny	RU	-
470252	Vyshniy Volochek	RU	-
1489597	Timiryazevskoye	RU	-
489021	Staraya Vichuga	RU	-
547849	Kizilyurt	RU	-
579728	Bakaly	RU	-
2122850	Nikolayevsk-na-Amure	RU	-
1494456	Polysayevo	RU	-
478050	Ust-Kulom	RU	-
1506260	Gornyak	RU	658410
1485721	Yurgamysh	RU	-
562245	Gadzhiyevo	RU	-
1511057	Bakchar	RU	-
1490686	Sukhoy Log	RU	-
520552	Nizhniy Odes	RU	-
1502257	Kozhevnikovo	RU	-
523405	Nartkala	RU	-
580426	Atig	RU	-
1487784	Vargashi	RU	-
521123	Nizhneivkino	RU	-
1500335	Losinyy	RU	-
584104	Afonino	RU	-
2025527	Cheremkhovo	RU	-
2023226	Kamen-Rybolov	RU	-
2019912	Mogocha	RU	-
2028028	Aksha	RU	-
542212	Krasnoslobodsk	RU	431260
520065	Nogir	RU	-
563719	Dyurtyuli	RU	-
2121198	Sinegorsk	RU	-
1491535	Sokolovo	RU	-
570021	Chaltyr	RU	-
568184	Chikola	RU	-
2019892	Mogoytuy	RU	-
1485312	Zdvinsk	RU	-
577908	Beloomut	RU	-
464290	Zasosna	RU	-
1498887	Miasskoye	RU	-
2023350	Kabansk	RU	-
542571	Krasnaya Yaruga	RU	-
579384	Baltasi	RU	-
516197	Odoyev	RU	-
557657	Gzhel	RU	-
539537	Kuleshovka	RU	-
1498399	Moryakovskiy Zaton	RU	-
509113	Platnirovskaya	RU	-
509052	Plavsk	RU	-
2016977	Serebryanyy Bor	RU	-
516935	Novyy Nekouz	RU	-
525262	Morki	RU	-
494925	Shemordan	RU	-
565857	Dobrinka	RU	-
578659	Batyrevo	RU	-
2018571	Olekminsk	RU	-
532292	Magnitka	RU	-
1501255	Kurtamysh	RU	-
518540	Novomyshastovskaya	RU	-
539369	Kultayevo	RU	-
489862	Spas-Klepiki	RU	-
492592	Siva	RU	-
4031742	Egvekinot	RU	-
1486261	Yaya	RU	-
572520	Borisoglebskiy	RU	-
563618	Dzhiginka	RU	-
565885	Dno	RU	-
490067	Sovetsk	RU	613340
554199	Kalininsk	RU	-
522353	Neya	RU	-
490554	Sorochinsk	RU	-
563300	Fatezh	RU	-
2027596	Anuchino	RU	-
518619	Novaya Malykla	RU	-
1510502	Belokurikha	RU	-
569639	Chegem	RU	-
488859	Staroderevyankovskaya	RU	-
466258	Yuryevets	RU	-
550512	Kharovsk	RU	-
470762	Vyartsilya	RU	-
2012557	Zheleznogorsk-Ilimskiy	RU	-
538104	Kuvshinovo	RU	-
485313	Syasstroy	RU	-
569540	Chelbasskaya	RU	-
556575	Imeni Morozova	RU	-
477626	Uvarovo	RU	-
1502422	Kosh-Agach	RU	-
582105	Andreapol	RU	-
547927	Kiyasovo	RU	-
1503879	Ketovo	RU	-
2027373	Atamanovka	RU	-
488785	Starokorsunskaya	RU	-
496610	Sergokala	RU	-
483883	Tbilisskaya	RU	-
561731	Gay	RU	-
576172	Blagodarnyy	RU	-
1511954	Alapayevsk	RU	-
559654	Gorodishche	RU	403003
2013332	Volno-Nadezhdinskoye	RU	-
1487394	Verkhniy Ufaley	RU	-
464625	Zarechnyy	RU	442965
500678	Rudnya	RU	-
502185	Remontnoye	RU	-
1504972	Kaltan	RU	-
6696767	Langepas	RU	-
541337	Krasnyy Yar	RU	446370
2022064	Kirovskiy	RU	692091
1500532	Linevo	RU	-
6695754	Kogalym	RU	-
535438	Levokumskoye	RU	-
535605	Letnyaya Stavka	RU	-
515098	Orda	RU	-
516875	Novyy Rogachik	RU	-
2047258	Novyy Urgal	RU	-
1540711	Muravlenko	RU	-
6696686	Pyt-Yakh	RU	-
511002	Pervomaysk	RU	-
527579	Mendeleyevsk	RU	-
489102	Staraya Poltavka	RU	-
2025630	Chara	RU	-
797411	Stepnoye	RU	357930
484034	Tatishchevo	RU	-
1487933	Uvelskiy	RU	-
2015310	Fokino	RU	-
863061	Usinsk	RU	-
2012938	Yerofey Pavlovich	RU	-
468063	Yelan	RU	-
566155	Divnoye	RU	-
565778	Dobryanka	RU	-
1538635	Zheleznogorsk	RU	662972
470734	Vyatskiye Polyany	RU	-
575349	Bologoye	RU	-
7117885	Raduzhnyy	RU	600910
501405	Romanovskaya	RU	-
501774	Rodionovo-Nesvetayskaya	RU	-
500589	Rumyantsevo	RU	-
554482	Kagalnitskaya	RU	-
551438	Kazanskaya	RU	346191
553884	Kalyazin	RU	-
552006	Kashary	RU	-
532715	Lyskovo	RU	-
528495	Matveyev Kurgan	RU	-
504915	Prokhorovka	RU	-
831129	Mirnyy	RU	164170
518488	Novonikolayevskiy	RU	-
516931	Novyy Oskol	RU	-
522902	Nekhayevskiy	RU	-
497927	Segezha	RU	-
498866	Sandata	RU	-
468307	Yegorlykskaya	RU	-
467978	Yelets	RU	-
468390	Yefremov	RU	-
480876	Tsimlyansk	RU	-
556275	Inzhavino	RU	-
1546102	Port-aux-Francais	TF	-
2174003	Brisbane	AU	-
2158177	Melbourne	AU	-
2165798	Geelong	AU	-
2147714	Sydney	AU	-
2146268	Toowoomba	AU	-
2063523	Perth	AU	6007
2157995	Merrylands	AU	-
2208290	Bondi	AU	-
2174360	Box Hill	AU	-
7302259	City of Parramatta	AU	-
2153483	Pennant Hills	AU	-
2172111	Castle Hill	AU	-
2170852	Concord	AU	-
2172797	Cairns	AU	-
2160625	Lane Cove	AU	-
2165087	Gold Coast	AU	-
2177091	Ballarat	AU	-
2169868	Croydon	AU	-
2156340	Mulgrave	AU	-
2074113	Collie	AU	-
2171707	Chatswood	AU	-
2165478	Gladstone	AU	-
2160493	Lavington	AU	-
2207611	North Brighton	AU	-
6693769	North Narrabeen	AU	-
2153494	Penguin	AU	-
2172686	Camberwell	AU	-
2148627	Spring Hill	AU	-
2158839	Mansfield	AU	-
2207880	Neutral Bay	AU	-
2147336	Tarragindi	AU	-
2158626	Marrickville	AU	-
2172710	Caloundra	AU	-
2148928	Southport	AU	-
2066041	Modbury	AU	-
2173323	Bundaberg	AU	-
2157373	Mittagong	AU	-
2152681	Port Douglas	AU	-
2173741	Brunswick	AU	-
2154787	Nowra	AU	-
2175411	Blacktown	AU	-
2061418	Smithfield	AU	-
2159851	Liverpool	AU	-
2206089	Sandy Bay	AU	-
2144168	Wellington	AU	-
2174467	Bourke	AU	-
2205628	Lambton	AU	-
2142245	Young	AU	-
2171507	Wollongong	AU	-
2160922	Kurri Kurri	AU	-
2208286	Clovelly	AU	-
2151437	Rockhampton	AU	-
2176187	Bendigo	AU	-
2147892	Sunnybank	AU	-
2058682	Wembley	AU	-
2156825	Morwell	AU	-
2167869	East Maitland	AU	-
2060886	Subiaco	AU	-
2176373	Belconnen	AU	-
2207796	Greenwich	AU	-
2207783	Drummoyne	AU	-
2142750	Wynnum	AU	-
2070212	Hahndorf	AU	-
2071601	Findon	AU	-
2174400	Bowral	AU	-
2160517	Launceston	AU	-
2156643	Mount Gambier	AU	-
2068594	Kelmscott	AU	-
2060898	Sturt	AU	-
2171948	Caulfield	AU	-
2158130	Menai	AU	-
2164422	Griffith	AU	-
2169535	Dalby	AU	-
2158538	Mascot	AU	-
2176081	Berowra	AU	-
2170577	Cooma	AU	-
2146108	Traralgon	AU	-
2207598	Laverton	AU	-
2071059	Gawler	AU	-
2176096	Beresfield	AU	-
2178174	Albury	AU	-
2065740	Morphett Vale	AU	-
2156813	Mosman	AU	-
2207822	Cammeray	AU	-
2164837	Goulburn	AU	-
2162419	Jannali	AU	-
2205983	Kareela	AU	-
2078904	Claremont	AU	6010
2173125	Burnie	AU	-
2168943	Devonport	AU	-
2205631	Raymond Terrace	AU	-
2160560	Lara	AU	-
2153471	Penrith	AU	-
2160258	Lidcombe	AU	-
2206008	Padstow	AU	-
2071223	Fremantle	AU	-
2063191	Plympton	AU	-
2174444	Bowen	AU	-
2160114	Lindfield	AU	-
2068655	Katherine	AU	-
2208285	Randwick	AU	-
2077963	Albany	AU	-
2176088	Berkeley Vale	AU	-
2158151	Melton	AU	-
2076752	Bentley	AU	-
2170253	Corrimal	AU	-
2144764	Wangaratta	AU	-
2157495	Miranda	AU	-
2152361	Pymble	AU	-
2208303	Brookvale	AU	-
2068823	Boulder	AU	6432
2067119	Mandurah	AU	-
2157090	Moonah	AU	-
2145135	Wacol	AU	-
2157698	Mildura	AU	-
2144528	Warrnambool	AU	-
2168807	Dingley Village	AU	-
2161715	Keiraville	AU	-
2167799	Eden	AU	-
2164025	Hamilton	AU	-
2057277	York	AU	-
2162683	Innisfail	AU	-
2147497	Tamworth	AU	-
2205969	Gymea	AU	-
2156034	Muswellbrook	AU	-
2065665	Mount Barker	AU	-
2154796	Notting Hill	AU	-
2077641	Applecross	AU	-
2172125	Castlecrag	AU	-
2160386	Leichhardt	AU	-
2207912	Dover Heights	AU	-
2075720	Broome	AU	-
2078313	Eaton	AU	-
2160477	Lawson	AU	-
2160053	Lithgow	AU	-
2065176	Murray Bridge	AU	-
7932620	Elwood	AU	-
2208302	Forestville	AU	-
2145875	Tumut	AU	-
2150615	Sale	AU	-
2176632	Bathurst	AU	-
2207817	Longueville	AU	-
2166368	Forbes	AU	-
7932654	Booval	AU	-
2077729	Angaston	AU	-
2207748	Bellevue Hill	AU	-
2172303	Carlingford	AU	-
2151776	Regents Park	AU	-
2153467	Penshurst	AU	-
2162856	Hurstville Grove	AU	-
2157109	Mooloolaba	AU	-
2167882	East Gosford	AU	-
2157161	Montrose	AU	-
2144502	Warwick	AU	-
2177233	Bairnsdale	AU	-
2079695	Fannie Bay	AU	-
2161658	Kempsey	AU	-
2160499	Camden Haven	AU	-
2161776	Katoomba	AU	-
2158562	Maryborough	AU	4650
2068661	Katanning	AU	-
2078894	East Fremantle	AU	-
2168556	Doonside	AU	-
2142316	Yeppoon	AU	-
2154544	Oatley	AU	-
2206007	Peakhurst	AU	-
2078909	Shenton Park	AU	-
2077030	Bassendean	AU	-
2149349	Slacks Creek	AU	-
2143069	Woodridge	AU	-
2160336	Leopold	AU	-
2172832	Caboolture	AU	-
2164691	Granville	AU	-
2160744	Lakemba	AU	-
2206003	Blakehurst	AU	-
2172106	Castlemaine	AU	-
2205970	Kirrawee	AU	-
2070830	Glenelg	AU	-
2161072	Kootingal	AU	-
2165303	Glenhaven	AU	-
2172311	Caringbah	AU	-
2151522	Riverstone	AU	-
2207616	Highett	AU	-
2155542	Nerang	AU	-
2078304	Dunsborough	AU	-
2077937	Aldgate	AU	-
2155796	Naracoorte	AU	-
2205999	Brighton-Le-Sands	AU	-
2059689	Two Wells	AU	-
2167879	East Hills	AU	-
2077935	Aldinga	AU	-
2148507	Stanthorpe	AU	-
2059124	Wanneroo	AU	-
2060951	Strathalbyn	AU	-
2158220	Medowie	AU	-
2175819	Biloela	AU	-
2157331	Moggill	AU	-
2165025	Goodna	AU	-
2063030	Port Pirie	AU	-
2077454	Australind	AU	-
2171722	Charters Towers	AU	-
2158767	Mareeba	AU	-
2152329	Quakers Hill	AU	-
2143285	Wodonga	AU	-
2142747	Wynyard	AU	-
2075432	Bunbury	AU	-
2173445	Bulli	AU	-
2163837	Hastings	AU	-
2075807	Bridgetown	AU	-
2165947	Galston	AU	-
2070571	Gosnells	AU	-
2149128	Somerville	AU	-
2170456	Cooranbong	AU	-
2176313	Bellerive	AU	-
2144604	Warragul	AU	-
2167817	Echuca	AU	-
2152286	Queanbeyan	AU	-
2075024	Cannington	AU	-
2160523	Latrobe	AU	-
2167263	Erina	AU	-
2164771	Grafton	AU	-
2148431	Stawell	AU	-
2156934	Morayfield	AU	-
2158651	Maroubra	AU	-
2154913	Northmead	AU	-
2068856	Kadina	AU	-
2063031	Port Noarlunga	AU	-
2066954	Marion	AU	-
2160070	Lisarow	AU	-
6621335	Enfield	AU	-
2142447	Yarrawonga	AU	-
2073603	Cottesloe	AU	-
2160299	Leumeah	AU	-
2075988	Boulder	AU	6432
2206000	Monterey	AU	-
2176071	Berri	AU	-
6943551	Wooloowin	AU	-
2172349	Cardiff	AU	-
2164457	Grenfell	AU	-
2171069	Colac	AU	-
2176225	Benalla	AU	-
2156933	Mordialloc	AU	-
2147914	Sunbury	AU	-
2157355	Moama	AU	-
2070009	Harvey	AU	-
2066756	Maylands	AU	-
2060604	Tanunda	AU	-
2074329	Clare	AU	-
2156049	Murwillumbah	AU	-
2207762	Lilyfield	AU	-
2169068	Deniliquin	AU	-
2206066	Lutana	AU	-
2160519	Lauderdale	AU	-
2205847	Invermay	AU	-
2160113	Lindisfarne	AU	-
2155415	New Norfolk	AU	-
2070711	Golden Grove	AU	-
2161309	Kingston Beach	AU	-
2160910	Kyabram	AU	-
2165718	George Town	AU	-
2144581	Warrane	AU	-
2147344	Taroona	AU	-
2150060	Scottsdale	AU	-
2146997	Tewantin	AU	-
2155862	Nambour	AU	-
2145929	Tugun	AU	-
2142951	Woombye	AU	-
2164972	Goondiwindi	AU	-
6695266	Como	AU	6151
2154849	North Turramurra	AU	-
2167949	Earlwood	AU	-
2147381	Taree	AU	-
2207620	Parkdale	AU	-
2064768	Newman	AU	-
2162255	Jindabyne	AU	-
2146013	Trinity Beach	AU	-
2170089	Craigieburn	AU	-
2206108	Fairy Meadow	AU	-
2165828	Gatton	AU	-
2070884	Gilles Plains	AU	-
2163895	Harrington	AU	-
2155772	Narellan	AU	-
2206116	Mangerton	AU	-
2164966	Goonellabah	AU	-
2162737	Ingham	AU	-
2066981	Margaret River	AU	-
2171845	Cessnock	AU	-
2169314	Davidson	AU	-
2079686	Stuart Park	AU	-
2161376	Kingaroy	AU	-
2163731	Hazelbrook	AU	-
2063036	Port Lincoln	AU	-
2152667	Portland	AU	-
2160937	Kurnell	AU	-
2078908	Attadale	AU	-
2068110	Kununurra	AU	-
2150126	Scarness	AU	-
2077719	Angle Vale	AU	-
2177069	Ballina	AU	-
2174563	Botany	AU	-
2163701	Healesville	AU	-
2066472	Merredin	AU	-
2155416	Newnham	AU	-
2076699	Beverley	AU	-
2151187	Roma	AU	-
2171596	Chinchilla	AU	-
2155783	Narara	AU	-
2162281	Jilliby	AU	-
2169220	Deception Bay	AU	-
2164855	Gorokan	AU	-
2062459	Reynella	AU	-
2073643	Coromandel Valley	AU	-
2174933	Bongaree	AU	-
2078451	Seacliff	AU	-
2073528	Crafers	AU	-
2067565	Lobethal	AU	-
2170139	Cowra	AU	-
2167312	Engadine	AU	-
2165326	Glenfield	AU	-
2159654	Long Jetty	AU	-
2144053	Westbrook	AU	-
2169990	Cringila	AU	-
2167183	Ettalong Beach	AU	-
2176090	Berkeley	AU	-
2206082	Lake Heights	AU	-
2060785	Swanbourne	AU	-
2158561	Maryborough	AU	3465
2170540	Coonabarabran	AU	-
2145361	Urraween	AU	-
2177541	Atherton	AU	-
2173248	Bungendore	AU	-
2170260	Corowa	AU	-
2145554	Ulladulla	AU	-
2070106	Happy Valley	AU	-
2063056	Port Augusta	AU	-
2154656	Oakey	AU	-
2145461	Upper Coomera	AU	-
2061224	Spearwood	AU	-
2151924	Redhead	AU	-
2152653	Port Sorell	AU	-
2169113	Deloraine	AU	-
2059263	Wallaroo	AU	-
2167280	Epping	AU	-
2165403	Glenbrook	AU	-
2160413	Leeton	AU	-
2156777	Moss Vale	AU	-
2156345	Mulgoa	AU	-
2060771	Swan View	AU	-
2174190	Branxton	AU	-
2163641	Helensburgh	AU	-
2064915	Narrogin	AU	-
2067086	Manjimup	AU	-
2065602	Mount Helena	AU	-
2064550	Northam	AU	-
2075230	Byford	AU	-
2070332	Guildford	AU	-
2163270	Holsworthy	AU	-
2169423	Dapto	AU	-
2066957	Marino	AU	-
2161602	Kenthurst	AU	-
2206004	Connells Point	AU	-
2070216	Hackham	AU	-
2152071	Rathmines	AU	-
2170430	Cootamundra	AU	-
2176639	Batemans Bay	AU	-
2062013	Salisbury	AU	-
2063817	Parkerville	AU	-
2175403	Blackwater	AU	-
2176124	Bensville	AU	-
2174615	Bordertown	AU	-
2155392	Newstead	AU	-
2057575	Yanchep	AU	-
2078907	Bicton	AU	-
2155412	Newport	AU	-
2064340	Nuriootpa	AU	-
2155731	Narrandera	AU	-
2070423	Greenmount	AU	-
2068569	Kenwick	AU	-
2078912	Dalkeith	AU	-
2151886	Redlynch	AU	-
2165225	Glenorie	AU	-
2166675	Finley	AU	-
2175872	Bilambil	AU	-
2069375	Ingle Farm	AU	-
2208304	Curl Curl	AU	-
2177413	Ayr	AU	-
2170841	Condobolin	AU	-
2066679	McLaren Vale	AU	-
2170880	Como	AU	2226
2205987	Bonnet Bay	AU	-
2079183	Warnbro	AU	-
2155092	Normanhurst	AU	-
2073985	Coober Pedy	AU	-
2172453	Canowindra	AU	-
2068734	Kapunda	AU	-
2075462	Bullsbrook	AU	-
2149673	Shellharbour Village	AU	-
2155750	Narooma	AU	-
2067760	Lewiston	AU	-
2152240	Quirindi	AU	-
2163256	Homebush	AU	-
2151650	Richmond	AU	-
2175341	Blaxland	AU	-
2158874	Manilla	AU	-
2154537	Oberon	AU	-
2059362	Waikerie	AU	-
2075806	Bridgewater	AU	5155
2169928	Crookwell	AU	-
2206601	Yorkeys Knob	AU	-
2061039	Stirling	AU	-
2143003	Woolgoolga	AU	-
2167699	Eglinton	AU	-
2168112	Dungog	AU	-
2155858	Nambucca Heads	AU	-
2059047	Waroona	AU	-
2165596	Gilgandra	AU	-
2176066	Berriedale	AU	-
2156298	Mulwala	AU	-
2143180	Wondai	AU	-
2156069	Murrumbateman	AU	-
2064510	North Fremantle	AU	-
2154672	Nyngan	AU	-
2074526	Cheltenham	AU	-
2160735	Lakes Entrance	AU	-
2159194	Macksville	AU	-
2067070	Mannum	AU	-
2170534	Coonamble	AU	-
2164352	Gulgong	AU	-
2169237	Deagon	AU	-
2063293	Pinjarra	AU	-
2171465	Clarence Town	AU	-
2157272	Molong	AU	-
2145005	Walkerston	AU	-
2169056	Denman	AU	-
2075008	Capel	AU	-
2170013	Crescent Head	AU	-
2205971	Loftus	AU	-
2153391	Perth	AU	-
2157652	Millicent	AU	-
2176087	Bermagui	AU	-
2170697	Coogee	AU	2031
2161335	Kingscliff	AU	-
2158867	Manly	AU	-
2207821	Crows Nest	AU	-
2161608	Kensington	AU	-
2160232	Lightning Ridge	AU	-
2164451	Greta	AU	-
2165229	Glenorchy	AU	-
2143099	Woodford	AU	-
2072677	Donnybrook	AU	-
2145392	Urangan	AU	-
2155386	Newtown	AU	-
2159018	Malabar	AU	-
2153259	Picton	AU	-
2162052	Junee	AU	-
2165796	Geelong West	AU	-
2057904	Woodside	AU	-
2162025	Kahibah	AU	-
2066608	Medina	AU	-
2159683	Longford	AU	-
2072924	Derby	AU	-
2143440	Windaroo	AU	-
